regno,name,dept,hist_arrear,cgpa
101870,William Dixon,CSE,Yes,6.88
101871,Andrew Goodwin,FT,Yes,8.04
101872,Chad Anderson,CSE,Yes,5.07
101873,Christopher Lang,ECE,Yes,5.44
101874,David Yang,CIVIL,No,7.29
101875,Kimberly Nguyen,CIVIL,Yes,5.53
101876,Carol Hendricks,CIVIL,Yes,9.72
101877,Adam Adkins,ECE,Yes,7.56
101878,Sharon Frey,EEE,No,6.98
101879,Brian White,EEE,Yes,5.82
101880,Jack Johnson,EEE,No,5.11
101881,Carol Nelson,CIVIL,Yes,5.51
101882,Carlos Jackson,EEE,Yes,6.71
101883,Dennis Kelly,AD,Yes,9.82
101884,Andrew Hancock,CSE,Yes,7.05
101885,Alexander Michael,CSE,Yes,6.5
101886,Travis Mcfarland,AD,No,7.86
101887,Matthew Lopez,CIVIL,Yes,8.0
101888,Brad Bonilla,MECH,No,7.98
101889,Randy Perez,CSE,Yes,9.61
101890,Melvin Warren,FT,No,8.5
101891,Denise Perez,AD,No,7.13
101892,Jason Barr,CSE,No,8.3
101893,Lindsay Nelson,FT,Yes,7.23
101894,Kimberly Taylor,MECH,Yes,5.39
101895,Shari Brown,FT,Yes,9.69
101896,Sean Reynolds,CIVIL,No,7.22
101897,Julia Gonzalez,CIVIL,No,7.22
101898,Travis Kelly,MECH,No,6.71
101899,Michael Martinez,EEE,Yes,9.82
101900,Chase Cooley,CIVIL,Yes,5.88
101901,Sarah Terry,CSE,Yes,8.61
101902,Jesse Mayo,EEE,No,6.36
101903,Tina Collins,ECE,No,9.85
101904,David Alexander,FT,Yes,6.24
101905,Darius Grimes,ECE,Yes,5.27
101906,Tyrone Hansen,MECH,No,8.62
101907,Jenna Carroll,FT,No,5.11
101908,Diane Davis,AD,No,6.99
101909,Ashley Hall,MECH,Yes,9.71
101910,Jo Wood,CIVIL,No,8.43
101911,Lindsey Morgan,CIVIL,No,8.55
101912,Angela Bradley,EEE,No,9.07
101913,Lisa Myers,FT,Yes,8.39
101914,Heather Finley,EEE,No,9.83
101915,Michael Nunez,MECH,Yes,5.49
101916,Rebecca Davis,CSE,No,8.88
101917,Nicholas Richmond,MECH,No,9.26
101918,Timothy Gomez,FT,No,9.51
101919,Karen Johnson,ECE,No,6.14
101920,Sydney Walker,AD,No,6.66
101921,Raymond Jones,CIVIL,No,6.34
101922,Kelly Rodgers,AD,Yes,9.37
101923,Billy Beard,AD,No,7.43
101924,Whitney Mendoza,ECE,Yes,8.15
101925,Emily Morales,EEE,Yes,6.52
101926,Stephanie Phelps,ECE,No,5.21
101927,Heather Smith,ECE,Yes,8.55
101928,Jason Owen,AD,Yes,8.08
101929,Carrie Rodriguez,CSE,Yes,9.57
101930,Emily Cunningham,EEE,Yes,9.37
101931,Morgan Vargas,AD,Yes,5.65
101932,Kimberly Wolfe,CSE,Yes,9.73
101933,Edward Marshall,FT,Yes,6.59
101934,Joseph Jones,FT,No,6.71
101935,Mr. David Sanford,AD,Yes,7.17
101936,Mary Morales,FT,No,9.57
101937,Eileen Mendez,CIVIL,No,8.31
101938,Jason Holden,MECH,No,7.63
101939,Linda Hammond,AD,Yes,5.74
101940,Rhonda Campos,CIVIL,No,7.8
101941,Paula Hamilton,FT,Yes,8.08
101942,Maria Monroe,ECE,Yes,9.76
101943,Judy Kennedy,FT,No,6.22
101944,Timothy Allen,FT,No,7.87
101945,Debra Odonnell,MECH,No,8.13
101946,Samantha Lee,ECE,No,9.14
101947,Charles Hill,AD,No,8.3
101948,Michelle Martin,AD,No,6.13
101949,Alicia Perry,AD,No,7.04
101950,Stephanie Anderson,AD,Yes,6.56
101951,Timothy Henderson,MECH,Yes,6.94
101952,Ryan Lucero,MECH,Yes,7.88
101953,Thomas Cortez,EEE,No,9.8
101954,Katrina Nolan,ECE,No,6.28
101955,Michele Davis,CSE,Yes,7.56
101956,Angela Moore,CIVIL,No,7.45
101957,Lisa Coleman,CSE,Yes,8.32
101958,Kelly Goodman,CSE,Yes,5.7
101959,Joseph Solis,MECH,No,6.94
101960,Cheryl Allen,EEE,No,5.03
101961,Anita Hunt,EEE,Yes,9.14
101962,Charles Morton,ECE,Yes,8.35
101963,John Reyes,FT,No,5.7
101964,Sherry Woodward,FT,Yes,6.03
101965,John Smith,MECH,No,6.25
101966,Kimberly Anderson,ECE,No,7.77
101967,Ryan Lawson,CSE,Yes,9.0
101968,Mark Middleton,FT,Yes,6.85
101969,Mary Reed,CIVIL,Yes,6.28
101970,Jessica Stafford,EEE,No,9.2
101971,Travis Bradley,ECE,Yes,5.79
101972,Kelly Schroeder,CIVIL,Yes,6.94
101973,Jennifer Hammond,EEE,No,8.1
101974,Micheal Nash,CSE,Yes,5.44
101975,Brandon Dodson DVM,FT,No,9.8
101976,Alyssa Logan,EEE,No,5.26
101977,Sarah Bailey,FT,Yes,5.16
101978,Robin Gomez,EEE,Yes,6.36
101979,Alyssa Garcia,FT,No,5.94
101980,John Lloyd,CSE,Yes,7.25
101981,Lisa Riley,ECE,No,5.63
101982,Scott Martinez,AD,No,8.86
101983,Melissa Valentine,CSE,Yes,7.89
101984,Daniel Perez,MECH,Yes,9.85
101985,Howard Smith,MECH,No,8.59
101986,Jennifer Moreno,ECE,No,8.78
101987,Sarah Jackson DVM,CSE,No,7.46
101988,Matthew Bennett,CSE,Yes,7.65
101989,Janice Jones,CIVIL,Yes,8.83
101990,Michael Berg,MECH,No,7.03
101991,Jennifer Wong,CIVIL,Yes,6.52
101992,Sharon Doyle,EEE,Yes,6.55
101993,Sarah Wallace,MECH,No,5.53
101994,Jordan Smith,MECH,No,5.0
101995,Joseph Leblanc,MECH,No,6.67
101996,Ann Sanford,ECE,No,6.72
101997,Alison Roberts,MECH,Yes,7.14
101998,Daniel Baldwin,CSE,Yes,7.39
101999,Rick Thompson,ECE,Yes,8.28
102000,Kimberly Gray,CIVIL,No,5.45
102001,Nicholas Watts,EEE,Yes,6.25
102002,Kevin Lamb,CSE,No,7.81
102003,Kara Noble,ECE,No,5.94
102004,Anne Lawson,CIVIL,No,5.41
102005,Shannon Travis,ECE,No,5.64
102006,Lauren Leach,CSE,No,5.81
102007,Jennifer Glover,ECE,No,7.73
102008,Rachel Morgan,FT,Yes,9.22
102009,Austin Sharp,MECH,Yes,9.26
102010,Christina Davis,MECH,Yes,5.61
102011,Diane Landry,CSE,Yes,8.6
102012,Rachel Gross,AD,Yes,7.79
102013,John Allen,CIVIL,No,7.57
102014,Terri Hughes,EEE,No,7.61
102015,Alexandra Gregory,AD,No,9.13
102016,Diana Thomas,EEE,Yes,5.12
102017,William Riley,FT,No,9.37
102018,Shirley Khan,CSE,No,9.35
102019,Sara Brown,AD,No,7.89
102020,Chase Lynn,FT,No,9.77
102021,Jessica Sanchez,FT,No,6.06
102022,Sean Crosby,CSE,Yes,6.16
102023,Angelica Bryant,AD,Yes,5.57
102024,Gary Bennett,CIVIL,No,6.63
102025,Mallory Morgan,CSE,Yes,7.01
102026,Mackenzie Cooper,EEE,Yes,8.89
102027,Amy Velasquez,ECE,No,6.94
102028,Jeremiah Rivera,MECH,Yes,8.04
102029,Sara Molina,ECE,No,6.54
102030,Brian Allen,CSE,Yes,9.86
102031,Lisa Anderson,AD,No,9.45
102032,Cynthia Scott,CIVIL,Yes,8.9
102033,Caroline Shaw,ECE,Yes,9.68
102034,Patrick Watson,AD,No,9.81
102035,Kenneth Gomez,ECE,Yes,6.89
102036,Cristian Reeves,AD,No,5.73
102037,Jerry Turner,ECE,No,5.39
102038,Jessica Hughes DVM,FT,Yes,8.02
102039,James King,FT,Yes,6.58
102040,Vanessa Richards,CIVIL,No,9.61
102041,Brenda Graham,EEE,Yes,8.0
102042,Jeffrey Michael,CSE,Yes,8.98
102043,Jesse Ford,EEE,Yes,7.35
102044,Michael Ellis,FT,No,5.2
102045,Angela Glover,AD,Yes,7.66
102046,Dr. Margaret Stewart,CIVIL,No,7.54
102047,Daniel Lin,CIVIL,No,6.93
102048,William Miles,CSE,No,8.41
102049,Jill Baker,MECH,No,9.31
102050,Brenda Brady,EEE,Yes,9.92
102051,Karen Jackson,CSE,No,6.66
102052,Robert Garcia,MECH,No,8.26
102053,Emily Oliver,EEE,Yes,7.04
102054,Michael Smith,MECH,Yes,9.87
102055,Rachel Welch,MECH,No,8.9
102056,Sara Brooks DVM,CSE,No,6.43
102057,Carl Mccarthy,ECE,Yes,9.77
102058,Benjamin Jackson,CSE,No,7.53
102059,Russell Walker,AD,No,9.13
102060,Eric Davis,CIVIL,Yes,8.8
102061,Nathaniel Moran,ECE,Yes,8.86
102062,Yolanda Turner,CSE,No,6.81
102063,Andrew Delacruz,MECH,No,7.11
102064,Lisa Graham,AD,Yes,6.55
102065,Beverly Williams,CIVIL,No,8.79
102066,Christopher Robinson,FT,Yes,6.09
102067,Valerie Mendez,AD,No,6.62
102068,Michael Williams,MECH,No,8.03
102069,Veronica Cooke,CSE,No,9.74
102070,Amy Alvarez,MECH,Yes,9.87
102071,James Moore,EEE,No,8.16
102072,Michael Frazier,EEE,Yes,9.76
102073,Lisa Reynolds,AD,No,9.11
102074,Billy Massey,ECE,No,9.73
102075,Craig Morris,ECE,No,5.67
102076,Lance Ali,AD,Yes,7.92
102077,Nicholas Smith,MECH,Yes,5.35
102078,Sabrina Tran,CSE,No,9.02
102079,Alexandria Haas,MECH,No,8.9
102080,Danny Garcia,AD,Yes,7.85
102081,Shawn Gonzalez,FT,No,6.37
102082,James Larson,CIVIL,No,5.94
102083,Charles Ruiz,CIVIL,Yes,6.07
102084,Mallory Thompson,EEE,No,9.89
102085,David Reyes,FT,Yes,9.56
102086,Lori Stephens,MECH,No,8.99
102087,Alicia Mahoney,MECH,No,7.85
102088,Robin Brooks,EEE,No,8.41
102089,Melanie King,CIVIL,Yes,9.64
102090,Derek Chapman,AD,No,9.68
102091,Heidi Cooper,EEE,No,8.32
102092,Katherine Martin,AD,No,6.16
102093,Ana West,ECE,No,6.62
102094,Michele Bird,AD,No,5.63
102095,Michelle Welch,CIVIL,Yes,7.9
102096,Ellen Graves,EEE,Yes,9.72
102097,William Boyer,CIVIL,Yes,7.33
102098,Christopher Montgomery,CIVIL,Yes,7.38
102099,Andrew Thomas,FT,Yes,6.13
102100,Scott Snyder,CSE,No,5.0
102101,Courtney Gates,MECH,No,8.98
102102,William Johnson,CIVIL,Yes,7.3
102103,Sierra Guzman,CIVIL,No,5.48
102104,Mary Clark,MECH,No,8.67
102105,Sara Howe,CSE,Yes,9.53
102106,Douglas Grimes,AD,No,7.05
102107,Samantha Lawson,FT,No,5.43
102108,Trevor Bond,CSE,No,8.06
102109,Jennifer Lopez,EEE,No,6.3
102110,Jeanne Fernandez,EEE,Yes,8.06
102111,Erin Brooks,ECE,No,8.48
102112,Stephanie Garcia,ECE,Yes,6.82
102113,Patrick Miller,EEE,Yes,7.84
102114,David Dunlap,EEE,No,6.62
102115,Claudia Hurst,FT,Yes,8.81
102116,Lisa Koch,EEE,Yes,9.94
102117,Lisa Cline,AD,Yes,9.88
102118,Edward Cortez,FT,No,9.53
102119,Bradley Cook,EEE,Yes,5.3
102120,Susan Carr,CIVIL,No,5.01
102121,Annette Burch PhD,ECE,Yes,6.19
102122,James Terry,CSE,Yes,7.84
102123,Kevin Martinez,FT,No,7.94
102124,Joseph Cline,EEE,Yes,5.57
102125,David Collins,CSE,Yes,6.15
102126,Rhonda Perry,ECE,No,5.89
102127,Bethany Martinez,CSE,No,5.59
102128,Chris Kane,CSE,Yes,9.94
102129,Bill Downs,CSE,Yes,8.22
102130,Lisa Williams,ECE,Yes,5.39
102131,Melissa Wilcox,ECE,Yes,8.44
102132,Dakota Figueroa,CSE,Yes,7.35
102133,Johnny Juarez,CIVIL,Yes,6.81
102134,Pamela Perry,CIVIL,No,7.33
102135,Jennifer Martinez,CIVIL,Yes,7.38
102136,Jeremy Berger,ECE,No,6.24
102137,Jose Owen,EEE,Yes,6.81
102138,Melissa Williams,MECH,No,5.76
102139,Joseph Griffin,CIVIL,No,6.0
102140,Kaitlyn Jackson,MECH,No,9.93
102141,Jared Vance PhD,FT,Yes,9.02
102142,Lindsay Smith,MECH,Yes,6.32
102143,Christian Woods,CSE,Yes,7.19
102144,Corey Morrow,AD,Yes,5.72
102145,Robert Mcdonald,AD,Yes,6.75
102146,Erin Cannon,MECH,Yes,9.42
102147,Michele Wilkerson,CIVIL,No,5.04
102148,Mrs. Lisa Reese,ECE,No,9.21
102149,Daniel White,AD,No,8.09
102150,Ernest Armstrong,MECH,Yes,9.17
102151,Kaitlyn Rocha,CSE,No,5.81
102152,Donna Peterson,ECE,No,9.77
102153,Matthew Andrews,CSE,Yes,6.5
102154,Eric Miller,FT,No,6.61
102155,Erika Riley,ECE,No,7.91
102156,Taylor Schmidt,CSE,Yes,8.09
102157,Angel Lee,ECE,Yes,7.15
102158,Tammy Anderson,AD,No,8.65
102159,Jessica Huynh,FT,No,9.42
102160,Susan Paul,MECH,No,5.2
102161,Sharon Knight,CIVIL,No,7.36
102162,Brenda Smith,FT,Yes,5.38
102163,Nicole Vasquez,ECE,No,8.41
102164,Christina Thomas,MECH,Yes,6.1
102165,Andre White,CIVIL,No,5.55
102166,Nicholas Rodriguez,AD,Yes,8.6
102167,Samuel Jackson,CIVIL,Yes,5.26
102168,Carlos Anthony,CIVIL,Yes,8.01
102169,Charlotte Perez,CIVIL,No,5.26
102170,Ashley Sexton,AD,No,5.02
102171,Barbara Graham,CIVIL,Yes,8.16
102172,Steven Reynolds,AD,Yes,8.62
102173,Edwin Dougherty,AD,Yes,8.76
102174,Michelle Price,AD,No,9.64
102175,Olivia Morris,CIVIL,No,5.85
102176,Robert Kennedy,EEE,Yes,6.26
102177,Angela Gillespie,CIVIL,No,5.13
102178,Jerome Cooper,CSE,Yes,9.06
102179,Patrick Parsons,CSE,No,9.44
102180,James Thompson,ECE,Yes,8.08
102181,Sarah Garcia,CIVIL,Yes,5.46
102182,Alyssa Jordan,ECE,No,7.13
102183,Jane Miles,MECH,No,8.26
102184,Thomas Jones,EEE,No,5.49
102185,Mary Hanson,FT,No,9.68
102186,Dorothy Brown,ECE,No,9.86
102187,Sarah White,MECH,Yes,6.07
102188,Stephanie Salas,AD,No,7.3
102189,David Smith,CIVIL,No,8.33
102190,Joseph Berg,EEE,Yes,7.58
102191,Christine Gilmore,FT,No,5.82
102192,Erik Benitez,EEE,No,5.18
102193,Randall Esparza,AD,No,7.71
102194,Daniel Taylor,CIVIL,Yes,5.45
102195,Michael Jones,FT,No,9.48
102196,Marilyn Dominguez,ECE,Yes,9.78
102197,Sarah Alvarado,CSE,No,6.2
102198,Jessica Fields,CIVIL,No,6.32
102199,Todd Mcgee,MECH,Yes,5.91
102200,Wendy James,AD,No,8.58
102201,Christopher Oconnor,FT,Yes,6.64
102202,Sandra Berry,AD,No,7.1
102203,Natasha Mills,MECH,No,9.17
102204,Michelle Williams,FT,Yes,8.27
102205,Mark Young,EEE,No,5.3
102206,Alyssa Jones,EEE,Yes,7.63
102207,Nicole Williams,CSE,No,5.06
102208,Sharon Cole,ECE,Yes,9.3
102209,Jonathan Jones,ECE,Yes,5.78
102210,Timothy Estes,MECH,Yes,8.64
102211,Shannon Bauer,CSE,Yes,6.33
102212,Stephen Hudson,CSE,Yes,6.05
102213,Stephen Cabrera,EEE,Yes,8.27
102214,Susan Donovan,ECE,Yes,5.83
102215,Bradley Thompson,MECH,Yes,6.5
102216,Francis Salazar,MECH,Yes,5.8
102217,Daniel Cortez,AD,No,8.92
102218,Beverly Anderson,ECE,Yes,5.29
102219,Jennifer Dominguez,AD,Yes,8.23
102220,Lisa Jones,AD,No,9.76
102221,Mary Anderson,MECH,Yes,5.22
102222,Andrea Jones,FT,Yes,6.06
102223,Thomas Baldwin,EEE,Yes,8.05
102224,Linda Jones,AD,No,7.53
102225,Wendy Pearson,ECE,No,5.01
102226,Tammy Maxwell,ECE,No,5.22
102227,Jordan Harris,CIVIL,No,7.89
102228,Francisco Green,EEE,Yes,9.17
102229,Dawn Young,CSE,Yes,6.11
102230,Dustin Snyder,CSE,No,7.2
102231,Larry Turner,MECH,Yes,7.98
102232,Andrew Underwood,EEE,Yes,7.73
102233,Thomas Rocha,AD,No,5.57
102234,Melissa Reed,AD,No,8.47
102235,Bradley Lawrence,MECH,No,5.48
102236,Rhonda Neal,AD,Yes,7.61
102237,Steven Simon,MECH,Yes,5.07
102238,Corey Sullivan,MECH,No,6.1
102239,Sabrina Taylor,MECH,Yes,5.4
102240,Jimmy Gibbs,CIVIL,No,6.19
102241,Jennifer Bennett,ECE,No,7.82
102242,Matthew Hardy,CSE,Yes,9.23
102243,Ashley Jensen,EEE,Yes,8.13
102244,David Lopez,ECE,Yes,8.55
102245,William Lewis,CSE,No,8.19
102246,Christopher Pratt,FT,Yes,6.59
102247,Heather Barker,MECH,No,9.45
102248,Michael Wang,FT,No,6.96
102249,Thomas Marshall,ECE,Yes,8.31
102250,Alexander Bryant,FT,Yes,5.66
102251,Frances Greene DVM,ECE,No,5.36
102252,Jonathan Romero,EEE,No,9.72
102253,Jennifer Richards,EEE,Yes,5.27
102254,Taylor Walker,EEE,No,8.96
102255,Patrick Myers,EEE,Yes,5.91
102256,Melanie Anderson,CSE,Yes,5.45
102257,Craig Mitchell,EEE,Yes,7.55
102258,Ryan Martinez,AD,Yes,5.82
102259,Steven Hooper,FT,Yes,6.09
102260,Amy Mitchell,AD,Yes,6.36
102261,James Chan,AD,Yes,8.73
102262,Jordan Richards,EEE,Yes,5.38
102263,Angie Jackson,AD,No,8.25
102264,Patricia Bryan,ECE,Yes,6.12
102265,Bruce Faulkner,AD,No,8.58
102266,Bryce Curry,CSE,No,6.18
102267,Andrew Smith,CIVIL,Yes,7.27
102268,Corey Hays,ECE,No,9.22
102269,Ronald Lee,AD,No,9.9
102270,Colton Thompson,CIVIL,No,6.86
102271,Samuel Huynh,MECH,No,8.41
102272,Gerald Greene,AD,No,6.0
102273,Anthony Ferguson,FT,Yes,7.6
102274,Tiffany Miranda DDS,EEE,Yes,8.67
102275,Kevin Murphy,ECE,No,9.12
102276,Michael Barron,CIVIL,No,5.25
102277,Brian Vargas,ECE,No,8.0
102278,Hailey Robinson,ECE,No,5.34
102279,Nicholas Campbell,CSE,Yes,8.1
102280,Steven Young,ECE,Yes,5.58
102281,Brian Turner,AD,Yes,6.67
102282,Olivia Calhoun,ECE,Yes,5.57
102283,Natasha Hughes,AD,Yes,6.14
102284,Raymond Roy,CIVIL,Yes,9.89
102285,Brittany Robertson,CSE,Yes,9.77
102286,Amy Davis,CIVIL,Yes,5.25
102287,Paul Stephenson,MECH,Yes,9.36
102288,Andrew Gutierrez,ECE,Yes,6.33
102289,Jonathan Morris,CSE,No,8.95
102290,James Ramirez,EEE,No,6.65
102291,Jeremy Jones,CSE,No,6.26
102292,Danielle Miller,CIVIL,Yes,7.43
102293,Darlene Porter,AD,Yes,5.66
102294,Daniel House,CSE,No,5.04
102295,Christopher Becker,FT,Yes,6.29
102296,Justin Weaver,ECE,Yes,8.42
102297,Elizabeth Mcintyre,FT,No,5.42
102298,Christopher Stephenson,CSE,No,6.16
102299,Erica Curry,ECE,No,7.48
102300,Connie Jackson,ECE,Yes,8.96
102301,Emily Myers,MECH,No,5.92
102302,Carol Rios,AD,No,6.5
102303,Melissa Swanson,CIVIL,No,6.25
102304,Daniel Jackson,CSE,No,7.67
102305,Ryan Brown,EEE,No,9.85
102306,Kenneth Torres,CSE,Yes,9.47
102307,Emma Clark,AD,Yes,9.11
102308,Marvin Carroll,ECE,Yes,9.04
102309,Thomas Clayton,MECH,Yes,9.86
102310,Charles Rice,AD,Yes,5.35
102311,Julie Santana,ECE,Yes,9.5
102312,Richard Nunez,EEE,Yes,6.22
102313,Jennifer Mcdonald,FT,No,9.42
102314,Catherine Espinoza,EEE,No,6.33
102315,Joel Gallegos,CSE,Yes,6.13
102316,Lisa Jones,EEE,Yes,6.73
102317,Paul Miller,CIVIL,Yes,6.14
102318,Grant Lane,ECE,Yes,8.6
102319,Christopher Solomon,ECE,No,9.81
102320,Shawn Wiley,AD,No,9.14
102321,Angela Cunningham,MECH,No,8.81
102322,Kevin Warren,EEE,Yes,9.04
102323,Jessica Sheppard,EEE,Yes,5.42
102324,James Campbell,AD,No,6.35
102325,Carrie Smith,FT,No,9.29
102326,Mark Rogers,EEE,Yes,9.45
102327,Sheryl Armstrong,CSE,No,5.71
102328,Jackie Wilson,MECH,Yes,8.39
102329,Carlos May,MECH,Yes,6.89
102330,Wendy Parker,MECH,Yes,5.72
102331,Jennifer Howard,CSE,No,9.87
102332,Richard Webb,CIVIL,Yes,9.72
102333,Steven Howard,CSE,Yes,8.13
102334,Mackenzie Hernandez,MECH,No,7.42
102335,Ryan Brown,CSE,Yes,8.24
102336,Anthony Jefferson,CIVIL,Yes,5.63
102337,Ronald Peterson,FT,No,6.8
102338,Kellie Hanson,FT,No,9.22
102339,Janice Owens,ECE,Yes,7.09
102340,Adam Gutierrez,AD,No,8.38
102341,David Walker,CSE,No,6.03
102342,Jessica Burns,CIVIL,No,8.93
102343,Leah Thompson,FT,No,6.31
102344,Judy Baker,AD,No,8.54
102345,Mrs. Sandra Sanchez MD,CSE,No,8.7
102346,Austin Casey,EEE,Yes,7.4
102347,Heather Carpenter,ECE,Yes,6.47
102348,Robin Barnett,FT,No,6.16
102349,Adam Clarke,FT,Yes,9.64
102350,Mitchell Clark,ECE,No,5.95
102351,Donna Grant,CSE,Yes,6.65
102352,Justin Jefferson,CIVIL,Yes,7.57
102353,Wayne Morales,EEE,Yes,10.0
102354,Tracy Anderson,CSE,Yes,6.49
102355,Curtis Rodriguez,CSE,No,7.66
102356,Sarah Blackburn,EEE,No,6.91
102357,Stephen Villanueva,CIVIL,No,8.76
102358,Calvin Roberts,EEE,No,8.1
102359,Gregory Mitchell,ECE,No,7.8
102360,Monica Robinson,EEE,No,8.53
102361,Lori Cox,FT,Yes,9.28
102362,Melissa Shaffer,FT,Yes,5.97
102363,Deanna Chavez,EEE,No,5.09
102364,Gregory Davis,ECE,Yes,6.0
102365,Roy Bennett,FT,No,7.78
102366,Craig Grimes,CSE,No,6.85
102367,Sandra Ball,CSE,No,5.62
102368,Patricia Clayton,CSE,Yes,9.51
102369,Jessica Ellis,FT,No,7.19
102370,Christopher Le DDS,MECH,Yes,7.85
102371,Lisa Thompson,AD,No,8.86
102372,Tara Williams,MECH,No,5.51
102373,Crystal Kirby,FT,No,7.42
102374,Kaitlyn Patel,MECH,Yes,5.01
102375,Christopher Smith,FT,No,9.29
102376,Emily Parker,FT,Yes,6.75
102377,Debra Walters,MECH,Yes,5.34
102378,Shawn Martin,MECH,Yes,5.56
102379,Stephanie Larson,AD,Yes,6.01
102380,Amanda Murphy,MECH,Yes,8.92
102381,Traci Goodman,EEE,Yes,7.29
102382,James Anderson,EEE,Yes,8.18
102383,Jonathan Ochoa,MECH,Yes,7.2
102384,Karen Gutierrez,EEE,No,7.78
102385,Kristy Haas,ECE,Yes,7.84
102386,Christina Gaines,CSE,Yes,8.94
102387,Joel Pham,FT,Yes,5.27
102388,Scott Johns,AD,No,10.0
102389,Kyle Miller,CSE,Yes,9.75
102390,Alejandro Roach,CSE,Yes,8.38
102391,Kathleen Wilson,CIVIL,Yes,8.2
102392,Philip Santos,CSE,Yes,5.25
102393,Brandi Foster,CSE,Yes,7.02
102394,Tracy Davis,ECE,No,6.41
102395,Rachel Cline,EEE,Yes,6.26
102396,Michael Atkins,FT,No,5.37
102397,Patrick Martin,FT,No,9.96
102398,Ariana Elliott,MECH,Yes,9.68
102399,Diane Mcclain,CIVIL,No,5.36
102400,Todd Price,FT,No,6.88
102401,Brandon Morales,AD,Yes,8.55
102402,Phillip Cole,FT,No,5.74
102403,Stephanie Jackson,CSE,Yes,8.01
102404,Ian Walker,CSE,Yes,6.08
102405,Mary Williams,FT,No,9.99
102406,Shawn Le,FT,Yes,9.38
102407,Randy Lopez,CIVIL,No,9.62
102408,Gregory Ashley,EEE,Yes,6.08
102409,Kevin Miller,EEE,Yes,6.06
102410,Melanie Raymond,CIVIL,No,7.1
102411,Samuel Parks,CIVIL,Yes,6.94
102412,Todd Powell,AD,No,9.48
102413,Joshua Turner,MECH,No,7.28
102414,Caroline Maldonado,MECH,No,8.61
102415,Troy Watts,MECH,No,9.43
102416,Matthew Roberts,AD,No,8.87
102417,Adrian Johnson,AD,Yes,6.49
102418,Jorge Scott,FT,No,7.13
102419,Ryan Williams,AD,No,7.77
102420,Angel Camacho,CSE,Yes,7.54
102421,John Miller,MECH,No,7.27
102422,Miss Jean Coleman,CSE,Yes,7.16
102423,Melissa Carroll,AD,Yes,8.03
102424,Thomas Shaw,EEE,No,6.45
102425,John Oneal,MECH,No,5.88
102426,David Stewart,MECH,Yes,7.13
102427,Mrs. Morgan Johnson,FT,No,8.82
102428,Thomas Watson,EEE,Yes,7.23
102429,Derek Bell,EEE,No,5.29
102430,Latoya Reyes,ECE,Yes,5.75
102431,Rebecca Carey,FT,Yes,9.29
102432,Sharon Hodges,MECH,No,9.31
102433,Michael Smith,FT,No,8.53
102434,Colton Bender,FT,Yes,7.56
102435,Terry Short,CIVIL,Yes,7.77
102436,Julie Miller,CIVIL,Yes,6.89
102437,Stephanie Sullivan,EEE,No,8.7
102438,Donald Crawford,ECE,No,7.9
102439,Michael Russell,MECH,Yes,6.73
102440,Michelle Schroeder,AD,Yes,7.54
102441,Angela Williamson,ECE,Yes,8.9
102442,Jose Webb,FT,Yes,9.99
102443,Justin Silva,CIVIL,Yes,8.46
102444,Benjamin Allen,EEE,No,7.53
102445,Christopher Nixon,AD,Yes,5.47
102446,Rachel Hart,CSE,No,9.16
102447,Joanne Mendoza,CSE,Yes,5.27
102448,Robert Turner,FT,No,8.06
102449,Hannah Gill,ECE,No,6.02
102450,Marie Brown,CIVIL,Yes,6.39
102451,Cody Mcmillan,AD,No,8.3
102452,Carrie Martin,ECE,No,7.85
102453,Samantha Lee,EEE,Yes,6.23
102454,Robert Nunez,CSE,No,6.16
102455,Lance Reynolds,ECE,No,8.31
102456,Lynn Gray,AD,No,5.97
102457,Kevin Yates,CSE,Yes,8.62
102458,Brian Johnson,ECE,No,7.14
102459,Daniel Rose,FT,No,9.46
102460,Thomas Santiago,AD,Yes,7.48
102461,Noah Smith,EEE,Yes,9.13
102462,Zachary Flynn,FT,No,8.81
102463,John Schultz,EEE,Yes,7.61
102464,Tina Wright,MECH,No,9.59
102465,Kurt Woods,CSE,Yes,5.72
102466,Stephanie Smith,CIVIL,No,9.81
102467,Todd Gomez,MECH,No,6.82
102468,Cameron Mccormick,CIVIL,No,8.86
102469,Alec Washington,AD,No,5.78
102470,Andrea Lloyd,ECE,No,8.8
102471,Matthew Lee,AD,No,7.16
102472,Richard Shelton,ECE,Yes,7.94
102473,Tommy Adams,CIVIL,No,7.44
102474,Christopher Gonzalez,ECE,No,8.61
102475,Ashley Gonzalez,CIVIL,No,5.12
102476,Joshua Villarreal,CIVIL,No,8.26
102477,Jessica Taylor,AD,No,9.44
102478,Kimberly Smith,MECH,No,7.31
102479,Lisa Parker,ECE,Yes,6.33
102480,Amanda Martin,AD,Yes,8.46
102481,Victoria Conner,CIVIL,No,9.18
102482,Bruce Obrien,CSE,No,7.42
102483,Melissa Cruz,CIVIL,Yes,6.57
102484,Catherine Meyer,MECH,Yes,7.92
102485,Kyle Wilkins,CSE,No,8.57
102486,Mark Herrera,AD,No,6.41
102487,Chase Leach,EEE,No,9.6
102488,Hailey Young,CSE,Yes,6.81
102489,Jason Schmidt,ECE,Yes,9.75
102490,James Shaffer,MECH,No,8.79
102491,Devin Young,MECH,No,6.26
102492,Antonio Dunn,EEE,Yes,9.13
102493,Joshua Guerrero,FT,No,9.7
