regno,name,dept,hist_arrear,cgpa,dept_encoded,hist_arrear_encoded,placement_eligible,risk_group
103963,Michelle Roberts,CIVIL,No,7.51,1,0,True,Low
103964,Megan Pena,CSE,Yes,7.69,2,1,False,Low
103965,Robin Wiggins,AD,Yes,8.08,0,1,False,Low
103966,Deborah Medina,ECE,Yes,7.3,3,1,False,Low
103967,Jeffrey Gallagher,MECH,No,6.05,6,0,False,Low
103968,Joshua Mills,ECE,Yes,5.24,3,1,False,High
103969,Alexander Lucas,EEE,Yes,8.6,4,1,False,Low
103970,Robert Newton,CSE,No,8.38,2,0,True,Low
103971,Whitney Williams,MECH,Yes,9.11,6,1,False,Low
103972,Raymond Archer,CIVIL,Yes,8.33,1,1,False,Low
103973,Bonnie Spencer,CSE,No,9.22,2,0,True,Low
103974,Mark Grant,ECE,No,9.73,3,0,True,Low
103975,Joshua Moran II,ECE,Yes,8.01,3,1,False,Low
103976,Jack Freeman,MECH,No,6.89,6,0,False,Low
103977,Justin Knight,CIVIL,No,9.8,1,0,True,Low
103978,Bryan Ashley,FT,No,8.48,5,0,True,Low
103979,Lisa Miller,MECH,Yes,7.89,6,1,False,Low
103980,William Carpenter,MECH,Yes,7.8,6,1,False,Low
103981,Margaret Williams,AD,No,8.05,0,0,True,Low
103982,Thomas Cruz,MECH,No,9.28,6,0,True,Low
103983,Jennifer Morgan,MECH,No,7.36,6,0,False,Low
103984,Mary Stewart,CIVIL,Yes,7.59,1,1,False,Low
103985,Taylor Rios DDS,ECE,Yes,8.44,3,1,False,Low
103986,Karen Scott,AD,No,8.67,0,0,True,Low
103987,Stacy Carter,ECE,Yes,9.46,3,1,False,Low
103988,Eric Murphy,ECE,No,8.31,3,0,True,Low
103989,Ray Santos,MECH,Yes,9.7,6,1,False,Low
103990,Jamie Lee,CSE,Yes,7.03,2,1,False,Low
103991,James Parker,MECH,No,7.17,6,0,False,Low
103992,Ashley Rodriguez,EEE,Yes,8.29,4,1,False,Low
103993,Timothy Gillespie,ECE,No,5.54,3,0,False,High
103994,Jonathan Obrien,ECE,No,8.39,3,0,True,Low
103995,Katherine Erickson,MECH,No,5.94,6,0,False,High
103996,Samantha Greer,MECH,No,9.72,6,0,True,Low
103997,Michael Lloyd,MECH,Yes,9.92,6,1,False,Low
103998,Dr. Rebecca Rollins,ECE,Yes,5.41,3,1,False,High
103999,Travis Sanders,AD,No,7.05,0,0,False,Low
104000,Brittany Dennis,AD,No,9.13,0,0,True,Low
104001,Shelia Donaldson,MECH,Yes,7.5,6,1,False,Low
104002,Shawn Jensen,EEE,No,7.57,4,0,True,Low
104003,Matthew Phillips,EEE,Yes,8.25,4,1,False,Low
104004,Daniel Rowe,EEE,No,7.41,4,0,False,Low
104005,Joseph Sims,ECE,No,6.66,3,0,False,Low
104006,Elizabeth Martin,CSE,No,6.82,2,0,False,Low
104007,Joseph Jones,CIVIL,Yes,7.44,1,1,False,Low
104008,Lauren Brown,MECH,Yes,8.6,6,1,False,Low
104009,Stephanie Vasquez,FT,No,5.42,5,0,False,High
104010,Debra Chung,CIVIL,No,6.14,1,0,False,Low
104011,Mary Gonzalez,CSE,Yes,7.38,2,1,False,Low
104012,Amber Mitchell,CIVIL,No,7.65,1,0,True,Low
104013,Brittany Garrett,ECE,No,5.05,3,0,False,High
104014,Teresa Howard,AD,No,6.27,0,0,False,Low
104015,Christopher Mccullough,AD,No,9.75,0,0,True,Low
104016,Lauren Nelson,EEE,Yes,6.31,4,1,False,Low
104017,Christopher Jones,CIVIL,Yes,9.06,1,1,False,Low
104018,Timothy Gibson,AD,Yes,6.81,0,1,False,Low
104019,Deanna Adams,CIVIL,No,6.86,1,0,False,Low
104020,Mrs. Melissa Mclean,MECH,Yes,9.23,6,1,False,Low
104021,Amy Andrews DVM,AD,Yes,5.13,0,1,False,High
104022,Andrew Valenzuela,EEE,No,8.8,4,0,True,Low
104023,Brandy Gonzales,FT,No,5.83,5,0,False,High
104024,Luke Tucker,CIVIL,No,9.94,1,0,True,Low
104025,Dr. Elizabeth Morris,CIVIL,No,5.86,1,0,False,High
104026,Daniel Allen,CIVIL,Yes,9.62,1,1,False,Low
104027,Todd Wright,CIVIL,No,5.49,1,0,False,High
104028,Curtis Garcia,FT,Yes,9.55,5,1,False,Low
104029,Charles Sandoval,EEE,Yes,7.24,4,1,False,Low
104030,Jessica Mason,CIVIL,No,8.02,1,0,True,Low
104031,Edward Golden,CSE,No,6.57,2,0,False,Low
104032,Ray Garcia,CIVIL,Yes,6.47,1,1,False,Low
104033,Susan Moore,CSE,No,7.94,2,0,True,Low
104034,Antonio Ross,CIVIL,Yes,9.64,1,1,False,Low
104035,Robert Sanchez,EEE,Yes,7.59,4,1,False,Low
104036,Melissa Archer,ECE,Yes,7.53,3,1,False,Low
104037,Eileen Rich,EEE,Yes,9.71,4,1,False,Low
104038,Meredith Waller,FT,Yes,5.04,5,1,False,High
104039,Jonathan Bell,AD,Yes,5.31,0,1,False,High
104040,Jeffrey Scott,EEE,No,6.52,4,0,False,Low
104041,Angela Kent,CIVIL,No,8.19,1,0,True,Low
104042,Michael Moreno,AD,No,7.23,0,0,False,Low
104043,Robert Castillo,AD,Yes,6.32,0,1,False,Low
104044,Daniel Rivera,ECE,Yes,8.66,3,1,False,Low
104045,Michelle Hayes,CIVIL,No,5.52,1,0,False,High
104046,Christopher Henderson,CSE,No,9.45,2,0,True,Low
104047,Steven Mccullough,MECH,Yes,7.22,6,1,False,Low
104048,Theodore Smith,ECE,Yes,6.08,3,1,False,Low
104049,Kenneth Lutz,ECE,No,7.07,3,0,False,Low
104050,Erica Reid,AD,No,5.75,0,0,False,High
104051,Kristen Thomas,CIVIL,No,9.01,1,0,True,Low
104052,David Sullivan,EEE,No,5.91,4,0,False,High
104053,Mark Hale,CSE,No,6.72,2,0,False,Low
104054,Ryan Rivers,CIVIL,Yes,5.48,1,1,False,High
104055,Christopher Johnson,AD,No,5.12,0,0,False,High
104056,Morgan Valenzuela,MECH,Yes,8.86,6,1,False,Low
104057,Wendy Wood,MECH,No,6.11,6,0,False,Low
104058,Stephanie Wells,AD,Yes,7.56,0,1,False,Low
104059,Christina Barton,CSE,Yes,6.47,2,1,False,Low
104060,Mercedes Oconnor,CIVIL,No,9.07,1,0,True,Low
104061,Amy Harrington,MECH,Yes,8.77,6,1,False,Low
104062,Becky Krause,ECE,Yes,7.22,3,1,False,Low
104063,Carrie Stevenson,ECE,No,8.27,3,0,True,Low
104064,Melissa Robbins,ECE,Yes,9.72,3,1,False,Low
104065,Hannah Jones,CSE,No,8.88,2,0,True,Low
104066,Jonathan Moses,FT,No,5.67,5,0,False,High
104067,Elizabeth Braun,CSE,No,6.28,2,0,False,Low
104068,Shelley Norton,MECH,No,8.2,6,0,True,Low
104069,Mr. Jonathan Williamson MD,MECH,Yes,5.07,6,1,False,High
104070,Laura Bell,AD,No,6.45,0,0,False,Low
104071,Tamara Moreno,CIVIL,Yes,9.57,1,1,False,Low
104072,Michele Collins MD,ECE,No,7.26,3,0,False,Low
104073,Breanna Martinez,MECH,Yes,7.64,6,1,False,Low
104074,Douglas Brown,FT,No,7.76,5,0,True,Low
104075,Paul Ho,FT,No,5.42,5,0,False,High
104076,Jeffrey Gonzalez,CSE,No,7.84,2,0,True,Low
104077,Paige Perez,CSE,Yes,7.11,2,1,False,Low
104078,Maria Bell,CSE,No,6.99,2,0,False,Low
104079,Tina Ryan,EEE,No,5.75,4,0,False,High
104080,Catherine Harris,CSE,Yes,5.1,2,1,False,High
104081,Tiffany Bowman,CIVIL,Yes,9.23,1,1,False,Low
104082,Kenneth Carter,ECE,No,7.69,3,0,True,Low
104083,Yvonne Rangel,AD,Yes,5.55,0,1,False,High
104084,Daniel Cole,FT,Yes,8.34,5,1,False,Low
104085,Charlene Holloway,CSE,No,6.18,2,0,False,Low
104086,Jennifer Freeman,AD,Yes,6.57,0,1,False,Low
104087,David Wilkins,ECE,Yes,9.19,3,1,False,Low
104088,Emily Williams,EEE,Yes,5.24,4,1,False,High
104089,Mary Wilson,FT,No,6.92,5,0,False,Low
104090,Erik Kemp,MECH,No,9.31,6,0,True,Low
104091,Christine Williams,CIVIL,No,5.16,1,0,False,High
104092,Kayla Sanchez DVM,FT,Yes,6.46,5,1,False,Low
104093,Debra Olson,CIVIL,No,6.6,1,0,False,Low
104094,Jacob Roberts,CSE,Yes,6.77,2,1,False,Low
104095,Anthony Horton,EEE,No,8.54,4,0,True,Low
104096,Sara Padilla,MECH,No,5.86,6,0,False,High
104097,George Wade,EEE,No,9.27,4,0,True,Low
104098,Deborah Hoffman,MECH,Yes,7.43,6,1,False,Low
104099,Gabrielle Hughes,EEE,Yes,6.27,4,1,False,Low
104100,Vanessa Brooks,AD,Yes,9.73,0,1,False,Low
104101,Frank Stephens,EEE,Yes,6.57,4,1,False,Low
104102,Cindy Miller,CSE,No,7.95,2,0,True,Low
104103,Danielle Baxter,CIVIL,Yes,5.72,1,1,False,High
104104,Susan Hansen,CIVIL,Yes,6.45,1,1,False,Low
104105,Kara Williams,AD,Yes,5.02,0,1,False,High
104106,Jesus Anderson,AD,Yes,6.79,0,1,False,Low
104107,Jennifer Barrera,EEE,No,9.9,4,0,True,Low
104108,Pedro Bender,EEE,No,9.03,4,0,True,Low
104109,Kendra Rhodes,EEE,Yes,5.99,4,1,False,High
104110,Randy Williams,CSE,Yes,8.55,2,1,False,Low
104111,Robin Hines,MECH,No,5.69,6,0,False,High
104112,Walter Contreras,ECE,No,9.61,3,0,True,Low
104113,Russell Clarke,CSE,Yes,7.65,2,1,False,Low
104114,Richard Lane,FT,Yes,8.16,5,1,False,Low
104115,Donald Moreno,AD,No,6.61,0,0,False,Low
104116,Kenneth Foster,CIVIL,No,8.62,1,0,True,Low
104117,Adam Blankenship DDS,CSE,Yes,6.04,2,1,False,Low
104118,Matthew Sullivan,FT,No,5.37,5,0,False,High
104119,Brandon Everett,MECH,No,9.05,6,0,True,Low
104120,Elizabeth Miller,EEE,Yes,7.43,4,1,False,Low
104121,Jennifer Lin,FT,Yes,5.5,5,1,False,High
104122,Rebecca Murray,AD,No,5.89,0,0,False,High
104123,Denise Wilson,CSE,Yes,9.9,2,1,False,Low
104124,Gary Powell,EEE,No,5.1,4,0,False,High
104125,Kathryn Browning,AD,No,5.08,0,0,False,High
104126,Mr. Brian Brown,ECE,Yes,5.95,3,1,False,High
104127,Sandy Booth,MECH,Yes,7.39,6,1,False,Low
104128,Matthew Walsh,AD,No,8.11,0,0,True,Low
104129,Kevin Watkins,EEE,No,8.12,4,0,True,Low
104130,Karen Jones,CSE,Yes,7.64,2,1,False,Low
104131,Brandi Rodgers,EEE,No,7.65,4,0,True,Low
104132,Joseph Gonzalez,CSE,No,7.11,2,0,False,Low
104133,Jason Howard,CSE,Yes,7.46,2,1,False,Low
104134,Linda Weiss,AD,No,9.38,0,0,True,Low
104135,Anna Lara,EEE,No,7.81,4,0,True,Low
104136,Gene Brown,MECH,Yes,7.64,6,1,False,Low
104137,Anne Davis,FT,No,6.25,5,0,False,Low
104138,Donna Stephenson,MECH,No,5.06,6,0,False,High
104139,Kevin Harris,MECH,No,5.96,6,0,False,High
104140,Dustin Stevens,EEE,No,5.6,4,0,False,High
104141,Scott Gonzalez,CSE,Yes,6.83,2,1,False,Low
104142,Helen Wells,EEE,Yes,6.35,4,1,False,Low
104143,Kevin Brown,CIVIL,No,5.0,1,0,False,High
104144,Teresa Clark,MECH,Yes,7.81,6,1,False,Low
104145,Sarah Walker,FT,No,5.79,5,0,False,High
104146,Cynthia Nguyen,MECH,No,5.17,6,0,False,High
104147,Natalie Lewis,CSE,Yes,5.31,2,1,False,High
104148,Mark Keith,EEE,No,8.65,4,0,True,Low
104149,Kevin Flynn,AD,No,5.37,0,0,False,High
104150,Adam Atkinson,MECH,Yes,5.36,6,1,False,High
104151,Martin Williams,AD,Yes,5.6,0,1,False,High
104152,Hannah Andrade,EEE,No,5.57,4,0,False,High
104153,Whitney Mccormick,ECE,Yes,6.36,3,1,False,Low
104154,Kayla Perkins,ECE,No,7.39,3,0,False,Low
104155,Margaret Green,MECH,Yes,6.09,6,1,False,Low
104156,Amber Rosario,MECH,No,9.12,6,0,True,Low
104157,Jeanette Walls,CSE,No,6.31,2,0,False,Low
104158,Dawn Carlson,AD,No,7.77,0,0,True,Low
104159,Justin Harmon,CIVIL,Yes,8.6,1,1,False,Low
104160,Annette Holmes,FT,Yes,7.89,5,1,False,Low
104161,Raymond Griffin,FT,Yes,7.72,5,1,False,Low
104162,Travis Rhodes,CIVIL,No,9.14,1,0,True,Low
104163,Sandra Matthews,CSE,No,7.2,2,0,False,Low
104164,Christopher Morales,AD,Yes,8.96,0,1,False,Low
104165,Katelyn Bennett,ECE,No,5.73,3,0,False,High
104166,Gregory Raymond,CSE,Yes,7.08,2,1,False,Low
104167,James Houston,AD,No,5.72,0,0,False,High
104168,Andrea Hamilton,CSE,Yes,7.22,2,1,False,Low
104169,Ryan Baker,EEE,No,9.51,4,0,True,Low
104170,Bryan Craig,MECH,Yes,5.41,6,1,False,High
104171,Robert Moss,FT,No,9.83,5,0,True,Low
104172,Richard Navarro,CIVIL,No,6.94,1,0,False,Low
104173,Terrance Gonzalez,FT,Yes,7.58,5,1,False,Low
104174,Kevin Lopez,CSE,Yes,9.47,2,1,False,Low
104175,Anthony Villarreal,EEE,No,9.63,4,0,True,Low
104176,Ryan Wang,ECE,Yes,9.71,3,1,False,Low
104177,Edward Bruce,FT,Yes,6.31,5,1,False,Low
104178,Wendy Clark,CIVIL,Yes,8.7,1,1,False,Low
104179,Marvin Jones,CSE,Yes,7.47,2,1,False,Low
104180,Jimmy Ellis,MECH,Yes,7.41,6,1,False,Low
104181,Angel White,CSE,Yes,7.71,2,1,False,Low
104182,Courtney Hoffman,AD,Yes,7.46,0,1,False,Low
104183,Cynthia Zhang,CSE,Yes,7.16,2,1,False,Low
104184,Nicole Rios,AD,No,8.4,0,0,True,Low
104185,Michael Lewis,CSE,Yes,8.45,2,1,False,Low
104186,Deborah Martinez,ECE,No,8.49,3,0,True,Low
104187,Dr. Steven Luna,FT,No,9.57,5,0,True,Low
104188,Catherine Gonzales,MECH,No,5.29,6,0,False,High
104189,Jenny Lopez,FT,No,6.97,5,0,False,Low
104190,Derek Cruz,AD,No,5.0,0,0,False,High
104191,Robert Gonzalez,CSE,Yes,8.49,2,1,False,Low
104192,Cheryl Allison,MECH,No,7.21,6,0,False,Low
104193,Amy Sandoval,AD,Yes,7.29,0,1,False,Low
104194,Sheena Herrera,EEE,No,8.1,4,0,True,Low
104195,Jessica Hernandez,CSE,No,5.91,2,0,False,High
104196,Thomas Castillo,AD,No,5.52,0,0,False,High
104197,Adrienne Benjamin,MECH,No,8.5,6,0,True,Low
104198,Cindy Morgan,ECE,Yes,7.89,3,1,False,Low
104199,Aaron Lopez,FT,No,6.48,5,0,False,Low
104200,Tammy Miller,CSE,Yes,5.58,2,1,False,High
104201,Morgan Chen,CIVIL,No,5.35,1,0,False,High
104202,Candice Flowers,EEE,No,9.08,4,0,True,Low
104203,Jennifer Casey,CIVIL,Yes,7.24,1,1,False,Low
104204,Raymond Miller,CIVIL,No,8.01,1,0,True,Low
104205,Devin Hebert,CSE,Yes,6.7,2,1,False,Low
104206,Martin Sampson,ECE,No,8.51,3,0,True,Low
104207,Shane Mitchell,CIVIL,Yes,6.8,1,1,False,Low
104208,Shane Green,MECH,No,8.81,6,0,True,Low
104209,Elizabeth Gibbs,ECE,No,5.97,3,0,False,High
104210,Darrell Sellers MD,CIVIL,Yes,9.39,1,1,False,Low
104211,Jonathon Lee,EEE,No,5.81,4,0,False,High
104212,Alicia Matthews,AD,No,5.21,0,0,False,High
104213,Miss Leah Taylor,CIVIL,Yes,5.82,1,1,False,High
104214,Amanda Fleming,MECH,Yes,5.05,6,1,False,High
104215,Allison Willis,ECE,No,7.73,3,0,True,Low
104216,Leslie Hansen,FT,Yes,6.26,5,1,False,Low
104217,Mrs. Jordan Matthews,AD,Yes,8.0,0,1,False,Low
104218,Melissa Nguyen,CIVIL,Yes,7.93,1,1,False,Low
104219,Patricia Bradley,MECH,Yes,9.5,6,1,False,Low
104220,William Cordova,CSE,No,8.75,2,0,True,Low
104221,Daniel Gentry,CIVIL,Yes,8.16,1,1,False,Low
104222,Danny Riddle,CIVIL,Yes,8.2,1,1,False,Low
104223,Ebony Brennan,CIVIL,No,6.65,1,0,False,Low
104224,Stephanie Wells,FT,Yes,7.19,5,1,False,Low
104225,John Robbins,EEE,No,7.86,4,0,True,Low
104226,Bryan Nguyen,CIVIL,Yes,8.85,1,1,False,Low
104227,Christopher Lewis,FT,No,9.97,5,0,True,Low
104228,Samantha Cole,EEE,Yes,5.49,4,1,False,High
104229,Mary Miller,CIVIL,No,7.33,1,0,False,Low
104230,Bradley Williams,ECE,No,5.42,3,0,False,High
104231,Laura Porter,CSE,No,9.53,2,0,True,Low
104232,Dennis Jackson,CIVIL,No,9.95,1,0,True,Low
104233,Denise Oliver,ECE,No,9.65,3,0,True,Low
104234,Christopher Carter,CIVIL,Yes,5.04,1,1,False,High
104235,Nathaniel Wilson,FT,No,8.47,5,0,True,Low
104236,Erik Bonilla,CSE,No,6.97,2,0,False,Low
104237,Ann Young,CIVIL,Yes,8.33,1,1,False,Low
104238,Kelsey Rodriguez,FT,Yes,5.15,5,1,False,High
104239,Melissa Munoz,ECE,Yes,6.45,3,1,False,Low
104240,Mr. Evan Harvey DDS,MECH,Yes,5.24,6,1,False,High
104241,Brian Spears,CSE,No,8.25,2,0,True,Low
104242,Gregory Allen,MECH,No,5.39,6,0,False,High
104243,Anthony Tran,AD,No,5.23,0,0,False,High
104244,Lisa Smith,EEE,Yes,8.06,4,1,False,Low
104245,Joshua Bailey,MECH,No,5.28,6,0,False,High
104246,Randy Smith,FT,No,9.73,5,0,True,Low
104247,Kristen Chase,AD,Yes,5.2,0,1,False,High
104248,Donna Barnes,FT,Yes,8.57,5,1,False,Low
104249,Richard Ramsey,MECH,Yes,8.86,6,1,False,Low
104250,Elizabeth Cannon,FT,Yes,8.95,5,1,False,Low
104251,Stephanie Wilson,EEE,Yes,6.63,4,1,False,Low
104252,Melissa Williams,MECH,Yes,6.3,6,1,False,Low
104253,Larry Vasquez,FT,No,9.69,5,0,True,Low
104254,Christian Hernandez,FT,Yes,8.35,5,1,False,Low
104255,Jason Yoder,AD,No,5.02,0,0,False,High
104256,Kimberly Sanders,FT,No,9.76,5,0,True,Low
104257,Sara Caldwell,AD,No,9.68,0,0,True,Low
104258,Carly Patton,ECE,No,6.39,3,0,False,Low
104259,Brad Garcia MD,MECH,Yes,7.06,6,1,False,Low
104260,Andrea Riley,ECE,No,5.6,3,0,False,High
104261,Ralph Hughes,CSE,Yes,9.37,2,1,False,Low
104262,Shannon Martin,MECH,No,5.32,6,0,False,High
104263,Terri Jackson,CIVIL,No,9.93,1,0,True,Low
104264,Brianna Hayes,CSE,Yes,9.01,2,1,False,Low
104265,Renee Johnson,ECE,Yes,9.34,3,1,False,Low
104266,Brandon Carr,CIVIL,No,6.2,1,0,False,Low
104267,Karen Wilson,CIVIL,Yes,7.77,1,1,False,Low
104268,Arthur Jones,EEE,Yes,9.15,4,1,False,Low
104269,Michelle Vasquez,EEE,No,5.7,4,0,False,High
104270,Shannon Rowland,EEE,No,8.76,4,0,True,Low
104271,Bonnie Higgins,AD,No,6.4,0,0,False,Low
104272,Ryan Cardenas,MECH,Yes,5.45,6,1,False,High
104273,Austin Perez,CSE,Yes,8.19,2,1,False,Low
104274,Ian Smith,CIVIL,No,8.51,1,0,True,Low
104275,Matthew Daugherty,ECE,No,6.47,3,0,False,Low
104276,Heather Mitchell,AD,Yes,6.97,0,1,False,Low
104277,Allen Carlson,MECH,No,6.62,6,0,False,Low
104278,Angela Clayton,AD,Yes,7.84,0,1,False,Low
104279,Sara Luna,FT,No,9.33,5,0,True,Low
104280,Timothy Pham MD,FT,No,9.12,5,0,True,Low
104281,Brian Vega,MECH,No,7.61,6,0,True,Low
104282,Kristy Reyes,CIVIL,No,5.55,1,0,False,High
104283,Brian Carr,AD,No,7.66,0,0,True,Low
104284,Jordan Edwards,CSE,No,6.23,2,0,False,Low
104285,Christopher Mitchell,CIVIL,No,6.3,1,0,False,Low
104286,Brent Watson,CSE,No,8.01,2,0,True,Low
104287,Mrs. Shelley Martin,EEE,Yes,7.29,4,1,False,Low
104288,Debbie York,EEE,Yes,6.22,4,1,False,Low
104289,Kevin Stephens,AD,Yes,6.53,0,1,False,Low
104290,Jeff Wheeler,MECH,Yes,7.44,6,1,False,Low
104291,Deanna Myers,FT,No,6.37,5,0,False,Low
104292,Willie Martin,MECH,Yes,6.82,6,1,False,Low
104293,Christopher Stevenson,CSE,Yes,6.58,2,1,False,Low
104294,Jonathan Hernandez,AD,No,6.59,0,0,False,Low
104295,Tamara Coffey,CIVIL,No,9.14,1,0,True,Low
104296,Pamela Reyes,AD,No,9.68,0,0,True,Low
104297,Debra Moore,MECH,No,9.13,6,0,True,Low
104298,Jennifer Welch,CSE,No,6.0,2,0,False,Low
104299,Zachary Johnson,FT,No,7.61,5,0,True,Low
104300,Yolanda Garrison,AD,Yes,6.74,0,1,False,Low
104301,Joseph Wilson,ECE,No,9.23,3,0,True,Low
104302,Martin Bailey,AD,No,7.7,0,0,True,Low
104303,Katelyn Garcia,AD,Yes,9.65,0,1,False,Low
104304,Stefanie Roberts,FT,Yes,6.75,5,1,False,Low
104305,Wendy Roberts,CSE,No,6.34,2,0,False,Low
104306,Lindsey Roth,MECH,No,8.96,6,0,True,Low
104307,Jennifer Torres,EEE,Yes,5.74,4,1,False,High
104308,James Conner,FT,No,5.57,5,0,False,High
104309,Erik Hoffman,EEE,Yes,5.85,4,1,False,High
104310,Mark Perez,CSE,No,5.92,2,0,False,High
104311,Sarah Rose,AD,No,6.23,0,0,False,Low
104312,Tracie Wells,CSE,No,7.67,2,0,True,Low
104313,Amy Garcia,CIVIL,Yes,5.71,1,1,False,High
104314,Bryan Reynolds,EEE,Yes,6.63,4,1,False,Low
104315,Blake Reyes,EEE,No,6.27,4,0,False,Low
104316,Scott Allen,CSE,No,7.18,2,0,False,Low
104317,Bradley Taylor,CSE,Yes,5.76,2,1,False,High
104318,Margaret Holt,ECE,Yes,8.79,3,1,False,Low
104319,Brenda Watson,EEE,No,7.19,4,0,False,Low
104320,Matthew Wilson,CSE,No,7.87,2,0,True,Low
104321,Eric Vincent,EEE,Yes,7.97,4,1,False,Low
104322,Robert Knight,EEE,Yes,6.04,4,1,False,Low
104323,Michael Lozano,ECE,No,8.48,3,0,True,Low
104324,Jeremy Smith,CIVIL,No,5.2,1,0,False,High
104325,Craig Patel,EEE,Yes,9.14,4,1,False,Low
104326,Tara Santana,FT,Yes,5.7,5,1,False,High
104327,Madeline Davis,MECH,Yes,8.98,6,1,False,Low
104328,Laura Larson,CSE,Yes,9.26,2,1,False,Low
104329,Cassandra Robinson,MECH,Yes,6.41,6,1,False,Low
104330,Gina Cobb,MECH,Yes,8.35,6,1,False,Low
104331,John Wolfe,CIVIL,Yes,7.87,1,1,False,Low
104332,Gabrielle Murphy,ECE,Yes,7.62,3,1,False,Low
104333,Meagan Hicks,CIVIL,Yes,7.61,1,1,False,Low
104334,Daniel Weeks,EEE,Yes,8.28,4,1,False,Low
104335,Marilyn Hancock,MECH,Yes,5.7,6,1,False,High
104336,Lawrence Perry,ECE,No,7.59,3,0,True,Low
104337,Dana Snyder,CSE,No,5.63,2,0,False,High
104338,Heidi Thompson,EEE,No,7.87,4,0,True,Low
104339,Steven Clark,CSE,No,7.35,2,0,False,Low
104340,Nancy Farrell,MECH,Yes,9.24,6,1,False,Low
104341,Erika Holloway,AD,Yes,9.73,0,1,False,Low
104342,Deborah Vaughn,CIVIL,No,8.74,1,0,True,Low
104343,Amber Walters,MECH,Yes,7.63,6,1,False,Low
104344,Rhonda Cole,MECH,No,6.46,6,0,False,Low
104345,Anthony Brown,EEE,Yes,8.86,4,1,False,Low
104346,Brandon Rodriguez,EEE,Yes,8.67,4,1,False,Low
104347,Lisa Bryan,CSE,No,5.67,2,0,False,High
104348,Alexis Sanchez,MECH,Yes,8.33,6,1,False,Low
104349,Kimberly Brown,CIVIL,Yes,5.34,1,1,False,High
104350,Kyle Forbes,MECH,No,8.0,6,0,True,Low
104351,Richard Bird,CIVIL,Yes,5.75,1,1,False,High
104352,Ross Campbell,EEE,No,5.47,4,0,False,High
104353,Christine Mills,EEE,No,6.22,4,0,False,Low
104354,Margaret Sanders,AD,Yes,5.76,0,1,False,High
104355,David Thomas,MECH,Yes,9.63,6,1,False,Low
104356,Mrs. Natasha Medina DDS,ECE,No,8.32,3,0,True,Low
104357,Justin Guzman,ECE,Yes,7.66,3,1,False,Low
104358,Roger Simmons,EEE,No,9.86,4,0,True,Low
104359,Evelyn Jones,CIVIL,No,7.53,1,0,True,Low
104360,Jennifer Lee,MECH,No,7.48,6,0,False,Low
104361,Crystal Craig,CIVIL,No,7.78,1,0,True,Low
104362,Robert Cardenas,EEE,No,8.52,4,0,True,Low
104363,David Burns,EEE,Yes,5.2,4,1,False,High
104364,Gary Lopez,AD,Yes,9.71,0,1,False,Low
104365,Jason Brown,ECE,Yes,6.88,3,1,False,Low
104366,Christopher Sanders,ECE,Yes,5.45,3,1,False,High
104367,Jeremy Wheeler,EEE,Yes,8.03,4,1,False,Low
104368,Julie Hickman,AD,Yes,9.2,0,1,False,Low
104369,Chelsea Barnes,EEE,Yes,7.91,4,1,False,Low
104370,Cynthia Smith,FT,No,6.14,5,0,False,Low
104371,Glenn Patterson,FT,Yes,7.76,5,1,False,Low
104372,Amber Acosta,FT,No,5.58,5,0,False,High
104373,Christian Lopez,FT,No,7.4,5,0,False,Low
104374,Brittany Jordan,EEE,No,8.1,4,0,True,Low
104375,Edwin Miller,CSE,Yes,5.05,2,1,False,High
104376,Julie Caldwell,CSE,Yes,8.65,2,1,False,Low
104377,Scott Fowler,CIVIL,No,5.71,1,0,False,High
104378,Robert Wood,ECE,No,7.31,3,0,False,Low
104379,Christopher Harrison,CIVIL,Yes,5.05,1,1,False,High
104380,Paula Williams,ECE,Yes,9.95,3,1,False,Low
104381,Melissa Davidson,CSE,Yes,5.3,2,1,False,High
104382,Noah Palmer,FT,Yes,7.69,5,1,False,Low
104383,Eric Taylor,CSE,No,7.62,2,0,True,Low
104384,Mary Wright,CIVIL,No,5.28,1,0,False,High
104385,Alexandria Williams,FT,Yes,6.76,5,1,False,Low
104386,Edward Crawford,FT,Yes,9.28,5,1,False,Low
104387,Darryl Taylor,AD,No,5.19,0,0,False,High
104388,Emily Henry,MECH,No,5.66,6,0,False,High
104389,Nicholas Thompson,AD,Yes,6.34,0,1,False,Low
104390,Christopher Diaz,AD,No,6.29,0,0,False,Low
104391,Melinda Klein,EEE,No,7.46,4,0,False,Low
104392,David Lester,CSE,No,9.94,2,0,True,Low
104393,Marc Noble,AD,No,8.71,0,0,True,Low
104394,Jason Warren,AD,No,5.14,0,0,False,High
104395,Chelsea Johnson,MECH,No,5.22,6,0,False,High
104396,Lonnie Luna,CIVIL,Yes,8.88,1,1,False,Low
104397,Timothy Bailey,AD,No,9.06,0,0,True,Low
104398,Laura Hart,CIVIL,No,9.48,1,0,True,Low
104399,Brian Brown,EEE,No,9.31,4,0,True,Low
104400,Dawn Taylor,EEE,No,7.64,4,0,True,Low
104401,Kelly Bailey,FT,No,9.93,5,0,True,Low
104402,Makayla Woodard,CSE,No,9.24,2,0,True,Low
104403,Michael Garcia,CIVIL,Yes,9.75,1,1,False,Low
104404,Angela Lawson,AD,No,9.76,0,0,True,Low
104405,Karen Simpson,MECH,Yes,9.04,6,1,False,Low
104406,Crystal Farrell,AD,No,7.27,0,0,False,Low
